track,load,seed,attempts,success,retry,backoff,delay_p50,delay_p95,delay_p99,goodput,threads,seconds,mem_node,cpu_node,mem_mb,touches_per_req,latency_samples,backend,queue_depth
aimd,90,2,2195,2195,0,0,8169668,12684651,15572127,437.17,4,5,1,0,512,4096,2195,type3_numa_node1,4
track,load,seed,attempts,success,retry,backoff,delay_p50,delay_p95,delay_p99,goodput,threads,seconds,mem_node,cpu_node,mem_mb,touches_per_req,latency_samples,backend,queue_depth
random,10,3,2271,2271,0,0,7043220,10159384,12521371,452.70,4,5,1,0,512,4096,2271,type3_numa_node1,4
track,load,seed,attempts,success,retry,backoff,delay_p50,delay_p95,delay_p99,goodput,threads,seconds,mem_node,cpu_node,mem_mb,touches_per_req,latency_samples,backend,queue_depth
csma,10,3,2168,2168,0,0,6987259,12573950,14872497,431.98,4,5,1,0,512,4096,2168,type3_numa_node1,4
track,load,seed,attempts,success,retry,backoff,delay_p50,delay_p95,delay_p99,goodput,threads,seconds,mem_node,cpu_node,mem_mb,touches_per_req,latency_samples,backend,queue_depth
aimd,10,3,2301,2301,0,0,8183187,14065469,16261475,458.10,4,5,1,0,512,4096,2301,type3_numa_node1,4
track,load,seed,attempts,success,retry,backoff,delay_p50,delay_p95,delay_p99,goodput,threads,seconds,mem_node,cpu_node,mem_mb,touches_per_req,latency_samples,backend,queue_depth
random,30,3,2408,2408,0,0,5826411,13249709,15889985,480.06,4,5,1,0,512,4096,2408,type3_numa_node1,4
track,load,seed,attempts,success,retry,backoff,delay_p50,delay_p95,delay_p99,goodput,threads,seconds,mem_node,cpu_node,mem_mb,touches_per_req,latency_samples,backend,queue_depth
csma,30,3,2348,2348,0,0,6732289,11583071,14376267,467.28,4,5,1,0,512,4096,2348,type3_numa_node1,4
track,load,seed,attempts,success,retry,backoff,delay_p50,delay_p95,delay_p99,goodput,threads,seconds,mem_node,cpu_node,mem_mb,touches_per_req,latency_samples,backend,queue_depth
aimd,30,3,2261,2261,0,0,8047147,15070795,17610832,449.77,4,5,1,0,512,4096,2261,type3_numa_node1,4
track,load,seed,attempts,success,retry,backoff,delay_p50,delay_p95,delay_p99,goodput,threads,seconds,mem_node,cpu_node,mem_mb,touches_per_req,latency_samples,backend,queue_depth
random,50,3,1935,1935,0,0,8647086,12945439,14414486,385.50,4,5,1,0,512,4096,1935,type3_numa_node1,4
track,load,seed,attempts,success,retry,backoff,delay_p50,delay_p95,delay_p99,goodput,threads,seconds,mem_node,cpu_node,mem_mb,touches_per_req,latency_samples,backend,queue_depth
csma,50,3,2006,2006,0,0,8432996,12588649,15150255,399.51,4,5,1,0,512,4096,2006,type3_numa_node1,4
track,load,seed,attempts,success,retry,backoff,delay_p50,delay_p95,delay_p99,goodput,threads,seconds,mem_node,cpu_node,mem_mb,touches_per_req,latency_samples,backend,queue_depth
aimd,50,3,2506,2506,0,0,7866257,12650158,14818436,498.62,4,5,1,0,512,4096,2506,type3_numa_node1,4
track,load,seed,attempts,success,retry,backoff,delay_p50,delay_p95,delay_p99,goodput,threads,seconds,mem_node,cpu_node,mem_mb,touches_per_req,latency_samples,backend,queue_depth
random,70,3,2846,2846,0,0,5245831,10907212,13118778,566.78,4,5,1,0,512,4096,2846,type3_numa_node1,4
track,load,seed,attempts,success,retry,backoff,delay_p50,delay_p95,delay_p99,goodput,threads,seconds,mem_node,cpu_node,mem_mb,touches_per_req,latency_samples,backend,queue_depth
csma,70,3,2573,2573,0,0,6187269,10728452,13315717,512.52,4,5,1,0,512,4096,2573,type3_numa_node1,4
track,load,seed,attempts,success,retry,backoff,delay_p50,delay_p95,delay_p99,goodput,threads,seconds,mem_node,cpu_node,mem_mb,touches_per_req,latency_samples,backend,queue_depth
aimd,70,3,2214,2214,0,0,8404015,11599810,13032388,441.24,4,5,1,0,512,4096,2214,type3_numa_node1,4
track,load,seed,attempts,success,retry,backoff,delay_p50,delay_p95,delay_p99,goodput,threads,seconds,mem_node,cpu_node,mem_mb,touches_per_req,latency_samples,backend,queue_depth
random,90,3,2234,2234,0,0,8276166,11090001,12676988,445.19,4,5,1,0,512,4096,2234,type3_numa_node1,4
track,load,seed,attempts,success,retry,backoff,delay_p50,delay_p95,delay_p99,goodput,threads,seconds,mem_node,cpu_node,mem_mb,touches_per_req,latency_samples,backend,queue_depth
csma,90,3,2175,2175,0,0,8256496,10664932,13139747,433.52,4,5,1,0,512,4096,2175,type3_numa_node1,4
track,load,seed,attempts,success,retry,backoff,delay_p50,delay_p95,delay_p99,goodput,threads,seconds,mem_node,cpu_node,mem_mb,touches_per_req,latency_samples,backend,queue_depth
aimd,90,3,2775,2775,0,0,7870376,10919181,12885647,553.03,4,5,1,0,512,4096,2775,type3_numa_node1,4
track,load,seed,attempts,success,retry,backoff,delay_p50,delay_p95,delay_p99,goodput,threads,seconds,mem_node,cpu_node,mem_mb,touches_per_req,latency_samples,backend,queue_depth
random,10,1,2280,2280,0,0,7149817,9796533,11768289,454.11,4,5,1,0,512,4096,2280,type3_numa_node1,8
track,load,seed,attempts,success,retry,backoff,delay_p50,delay_p95,delay_p99,goodput,threads,seconds,mem_node,cpu_node,mem_mb,touches_per_req,latency_samples,backend,queue_depth
csma,10,1,2049,2049,0,0,7630556,12651007,14779804,408.00,4,5,1,0,512,4096,2049,type3_numa_node1,8
track,load,seed,attempts,success,retry,backoff,delay_p50,delay_p95,delay_p99,goodput,threads,seconds,mem_node,cpu_node,mem_mb,touches_per_req,latency_samples,backend,queue_depth
aimd,10,1,2466,2466,0,0,8133235,11654389,13648215,491.06,4,5,1,0,512,4096,2466,type3_numa_node1,8
track,load,seed,attempts,success,retry,backoff,delay_p50,delay_p95,delay_p99,goodput,threads,seconds,mem_node,cpu_node,mem_mb,touches_per_req,latency_samples,backend,queue_depth
random,30,1,1943,1943,0,0,8523475,12179558,14061864,387.41,4,5,1,0,512,4096,1943,type3_numa_node1,8
